*Node,xPos,yPos,zPos,xDOF,yDOF,zDOF,forceX,forceY,forceZ,
325,219,77,218,,,,,,,
326,220,202,210,,,,,,,
327,246,230,222,,,,,,,
328,248,243,232,,,,,,,
329,231,211,223,,,,,,,
330,230,220,209,,,,,,,
331,224,213,212,,,,,,,
332,223,211,74,,,,,,,
333,223,74,75,,,,,,,
334,247,238,234,,,,,,,
335,238,235,221,,,,,,,
336,229,215,226,,,,,,,
337,245,242,240,,,,,,,
338,226,81,82,,,,,,,
339,229,226,204,,,,,,,
340,247,244,243,,,,,,,
341,227,217,216,,,,,,,
342,238,231,228,,,,,,,
343,228,217,227,,,,,,,
344,229,204,200,,,,,,,
345,240,200,206,,,,,,,
346,230,209,208,,,,,,,
347,239,230,208,,,,,,,
348,231,219,218,,,,,,,
349,231,218,228,,,,,,,
350,232,201,202,,,,,,,
351,248,237,243,,,,,,,
352,233,205,201,,,,,,,
353,241,201,232,,,,,,,
354,234,228,227,,,,,,,
355,236,234,227,,,,,,,
356,243,241,232,,,,,,,
357,235,224,221,,,,,,,
358,236,227,225,,,,,,,
359,242,229,240,,,,,,,
360,237,222,224,,,,,,,
361,237,224,235,,,,,,,
362,238,221,231,,,,,,,
363,238,228,234,,,,,,,
364,239,208,69,,,,,,,
365,239,70,214,,,,,,,
366,245,206,205,,,,,,,
367,245,240,206,,,,,,,
368,241,233,201,,,,,,,
369,248,246,237,,,,,,,
370,242,236,225,,,,,,,
371,242,225,229,,,,,,,
372,247,237,235,,,,,,,
373,247,243,237,,,,,,,
374,244,234,236,,,,,,,
375,244,236,242,,,,,,,
376,245,205,233,,,,,,,
377,245,233,244,,,,,,,
378,246,220,230,,,,,,,
379,246,222,237,,,,,,,
380,247,235,238,,,,,,,
381,247,234,244,,,,,,,
382,248,232,202,,,,,,,
383,248,220,246,,,,,,,
384,269,7,42,,,,,,,
385,269,250,266,,,,,,,
386,280,270,251,,,,,,,
387,298,284,282,,,,,,,
388,268,259,96,,,,,,,
389,271,253,254,,,,,,,
390,281,255,273,,,,,,,
391,250,42,41,,,,,,,
392,251,250,41,,,,,,,
393,252,39,83,,,,,,,
394,39,6,83,,,,,,,
395,89,12,90,,,,,,,
396,264,89,90,,,,,,,
397,273,89,264,,,,,,,
398,256,87,255,,,,,,,
399,257,86,256,,,,,,,
400,291,280,252,,,,,,,
401,252,251,40,,,,,,,
402,96,10,68,,,,,,,
403,268,68,67,,,,,,,
404,260,95,259,,,,,,,
405,261,94,260,,,,,,,
406,262,93,261,,,,,,,
407,263,92,262,,,,,,,
408,281,273,264,,,,,,,
409,253,67,66,,,,,,,
410,254,253,66,,,,,,,
411,249,65,9,,,,,,,
412,249,9,97,,,,,,,
413,254,65,249,,,,,,,
414,265,97,98,,,,,,,
415,269,266,100,,,,,,,
416,251,41,40,,,,,,,
417,252,40,39,,,,,,,
418,296,266,270,,,,,,,
419,291,83,84,,,,,,,
420,258,85,257,,,,,,,
421,274,268,253,,,,,,,
422,254,66,65,,,,,,,
423,265,249,97,,,,,,,
424,282,265,267,,,,,,,
425,267,99,266,,,,,,,
426,255,87,88,,,,,,,
427,275,256,272,,,,,,,
428,256,86,87,,,,,,,
429,290,286,272,,,,,,,
430,257,85,86,,,,,,,
431,291,258,280,,,,,,,
432,258,84,85,,,,,,,
433,259,95,96,,,,,,,
434,268,96,68,,,,,,,
435,277,260,274,,,,,,,
436,260,94,95,,,,,,,
437,278,261,277,,,,,,,
438,261,93,94,,,,,,,
439,279,263,262,,,,,,,
440,262,92,93,,,,,,,
441,281,272,255,,,,,,,
442,263,91,92,,,,,,,
443,264,90,91,,,,,,,
444,264,91,263,,,,,,,
445,284,249,265,,,,,,,
446,267,98,99,,,,,,,
447,266,99,100,,,,,,,
448,270,266,250,,,,,,,
449,296,295,293,,,,,,,
450,267,265,98,,,,,,,
451,268,67,253,,,,,,,
452,274,253,271,,,,,,,
453,269,100,7,,,,,,,
454,269,42,250,,,,,,,
455,270,250,251,,,,,,,
456,276,258,257,,,,,,,
457,289,274,271,,,,,,,
458,284,254,249,,,,,,,
459,272,256,255,,,,,,,
460,294,282,292,,,,,,,
461,273,255,88,,,,,,,
462,273,88,89,,,,,,,
463,274,260,259,,,,,,,
464,274,259,268,,,,,,,
465,294,285,287,,,,,,,
466,275,257,256,,,,,,,
467,295,280,276,,,,,,,
468,276,257,275,,,,,,,
469,297,294,293,,,,,,,
470,277,261,260,,,,,,,
471,287,285,278,,,,,,,
472,278,262,261,,,,,,,
473,290,281,279,,,,,,,
474,279,262,278,,,,,,,
475,280,251,252,,,,,,,
476,280,258,276,,,,,,,
477,281,264,263,,,,,,,
478,281,263,279,,,,,,,
479,298,294,287,,,,,,,
480,292,267,283,,,,,,,
481,283,267,266,,,,,,,
482,295,288,293,,,,,,,
483,284,271,254,,,,,,,
484,284,265,282,,,,,,,
485,297,290,285,,,,,,,
486,285,279,278,,,,,,,
487,293,292,283,,,,,,,
488,286,275,272,,,,,,,
489,287,278,277,,,,,,,
490,289,287,277,,,,,,,
491,288,276,275,,,,,,,
492,288,275,286,,,,,,,
493,289,277,274,,,,,,,
494,298,271,284,,,,,,,
495,290,272,281,,,,,,,
496,290,279,285,,,,,,,
497,291,252,83,,,,,,,
498,291,84,258,,,,,,,
499,292,282,267,,,,,,,
500,296,293,283,,,,,,,
501,297,288,286,,,,,,,
502,297,293,288,,,,,,,
503,298,287,289,,,,,,,
504,294,292,293,,,,,,,
505,295,270,280,,,,,,,
506,295,276,288,,,,,,,
507,296,283,266,,,,,,,
508,296,270,295,,,,,,,
509,297,286,290,,,,,,,
510,297,285,294,,,,,,,
511,298,289,271,,,,,,,
512,298,282,294,,,,,,,
